hindi_length,chinese_length,chinese_char_count,length_ratio,hindi_avg_word_length,chinese_avg_char_length,embedding_similarity,labse_similarity,chinese_perplexity,chinese_fluency,embedding_labse_interaction,similarity_diff,similarity_ratio,char_alignment,length_similarity_interaction,length_perplexity_interaction,length_perplexity_ratio,punctuation_count_hi,punctuation_count_zh,digit_count_hi,punctuation_ratio_hi,punctuation_ratio_zh,vocab_diversity_hi,vocab_diversity_zh,ccmatrix_score
27,16,12,1.588235294117647,4.5,1.2307692307692308,0.80152535,0.7935928,42.300005504680875,0.023094685285707333,0.63608474,0.007932544,1.0099957,0.03333333333333333,1.273010856965009,676.800088074894,0.37825054170375816,3,3,0,0.10714285714285714,0.17647058823529413,0.8333333333333334,0.8235294117647058,1.0678806
76,22,20,3.3043478260869565,4.222222222222222,1.0476190476190477,0.5593336,0.44253916,48.69501799733158,0.020122741479914462,0.24752703,0.11679447,1.263919,0.0,1.8482328394184941,1071.2903959412947,0.45179159799648605,0,0,0,0.0,0.0,0.8888888888888888,0.9130434782608695,1.0629401
17,13,2,1.2142857142857142,5.666666666666667,4.333333333333333,0.72634363,0.6720197,319.77060335456076,0.0031174926553187276,0.48811725,0.05432391,1.0808368,0.5294117647058824,0.88198869568961,4157.01784360929,0.04065414351168201,0,0,0,0.0,0.0,0.6666666666666666,0.7857142857142857,1.0611374
55,15,13,3.4375,4.230769230769231,1.0714285714285714,0.68985873,0.51615703,92.86169543433849,0.010653973331427365,0.35607544,0.1737017,1.3365288,0.0,2.371389400213957,1392.9254315150772,0.1615305420413203,0,0,0,0.0,0.0,0.9230769230769231,0.9375,1.0660688
35,12,11,2.6923076923076925,3.1818181818181817,1.0,0.49793488,0.47646114,92.74031504746827,0.010667768712891774,0.23724662,0.021473736,1.0450692,0.0,1.3405939019643345,1112.8837805696194,0.12939356516703632,0,0,0,0.0,0.0,0.9090909090909091,0.9230769230769231,1.064356
24,10,7,2.1818181818181817,4.8,1.25,0.8541401,0.58372664,178.48941585012486,0.0055713591537620705,0.49858433,0.27041346,1.4632536,0.12,1.8635784062472256,1784.8941585012485,0.056025731003773394,2,2,0,0.08,0.18181818181818182,0.8,0.9090909090909091,1.0639762
34,15,14,2.125,3.7777777777777777,1.0,0.7019811,0.53906727,25.311923225945907,0.03800558368207424,0.37841505,0.16291386,1.3022144,0.0,1.4917098954319954,379.6788483891886,0.5926060955612505,0,0,0,0.0,0.0,0.8888888888888888,0.9375,1.0669693
47,16,13,2.764705882352941,4.7,1.1428571428571428,0.43228304,0.40342218,28.87399905631562,0.03347392487075116,0.17439257,0.028860867,1.0715401,0.0,1.195135474205017,461.9839849010499,0.5541317627410186,0,0,0,0.0,0.0,0.9,0.8235294117647058,1.0704739
32,10,9,2.909090909090909,4.0,1.0,0.88131624,0.77503026,53.77439786148553,0.018256704574440376,0.68304676,0.10628599,1.1371379,0.0,2.5638290752064097,537.7439786148553,0.18596210084767142,0,0,0,0.0,0.0,0.875,0.9090909090909091,1.0634314
69,18,14,3.6315789473684212,4.3125,1.2,0.82451737,0.3890851,195.68914489704468,0.005084164662586955,0.32080743,0.43543226,2.1191182,0.021739130434782608,2.9942999199817057,3522.404608146804,0.09198261870146283,0,0,0,0.0,0.0,0.875,0.8947368421052632,1.1183051
50,16,14,2.9411764705882355,4.545454545454546,1.0666666666666667,0.9769908,0.9127258,27.53982935349154,0.03503875190051411,0.8917247,0.06426501,1.07041,0.0,2.8735024087569294,440.63726965586466,0.5809767296964652,1,0,0,0.0196078431372549,0.0,0.9090909090909091,0.8235294117647058,1.092174
80,40,29,1.951219512195122,4.444444444444445,1.3333333333333333,0.71177685,0.5481604,160.33765765646638,0.00619818097352872,0.39016786,0.16361648,1.2984829,0.014492753623188406,1.3888328831370285,6413.506306258655,0.24947352095667885,7,0,2,0.08641975308641975,0.0,0.9444444444444444,0.8536585365853658,1.0602826
164,45,39,3.5652173913043477,4.315789473684211,1.125,0.8364704,0.79785573,32.64223973966723,0.029724537002835453,0.6673827,0.03861469,1.0483981,0.014705882352941176,2.9821989069814268,1468.9007882850256,1.3785818726013968,1,0,0,0.006060606060606061,0.0,0.7368421052631579,0.8043478260869565,1.0709574
122,40,39,2.975609756097561,4.518518518518518,1.0,0.86368585,0.7648238,37.2273421444175,0.02615928662322746,0.66056746,0.09886205,1.1292613,0.0,2.5699920305391637,1489.0936857766999,1.0744790706272187,0,0,0,0.0,0.0,0.9259259259259259,0.8780487804878049,1.0740777
52,18,16,2.736842105263158,4.333333333333333,1.0588235294117647,0.92453355,0.90432674,30.132817279566538,0.03212044676266198,0.83608043,0.020206809,1.0223446,0.0,2.5303023363414563,542.3907110321977,0.5973553626607786,0,1,0,0.0,0.05263157894736842,0.9166666666666666,0.7894736842105263,1.0606943
25,7,7,3.125,3.5714285714285716,0.875,0.73498183,0.57929647,60.80872303577628,0.016178946124176963,0.42577237,0.15568537,1.268749,0.0,2.296818234026432,425.661061250434,0.11511506325713271,0,0,0,0.0,0.0,0.8571428571428571,0.875,1.0650342
150,94,39,1.5789473684210527,5.769230769230769,2.35,0.9572892,0.82151175,30.35866212064935,0.0318891155545029,0.78642434,0.13577747,1.1652776,0.1744186046511628,1.511509293004086,2853.7142393410386,3.0963156279900734,1,0,0,0.006622516556291391,0.0,0.8846153846153846,0.5894736842105263,1.0651594
20,10,8,1.8181818181818181,3.3333333333333335,1.1111111111111112,0.58047664,0.58881545,131.83998282004796,0.0075278540298718095,0.34179363,0.008338809,0.985838,0.0,1.055412075736306,1318.3998282004795,0.07584952444123708,2,0,0,0.09523809523809523,0.0,0.8333333333333334,0.7272727272727273,1.0614022
63,17,16,3.5,4.5,1.0,0.6885922,0.6642365,36.818244960844666,0.02644226354330709,0.45738807,0.02435571,1.0366672,0.0,2.410072684288025,625.9101643343594,0.4617276030799899,0,0,0,0.0,0.0,0.9285714285714286,0.9444444444444444,1.0643516
79,20,17,3.761904761904762,4.157894736842105,1.1111111111111112,0.8992544,0.7872311,76.09101279005658,0.01297168066429895,0.707921,0.112023294,1.1423004,0.0,3.3829093405178616,1521.8202558011317,0.262843130404293,1,0,0,0.0125,0.0,0.9473684210526315,0.9523809523809523,1.0708561
72,27,25,2.5714285714285716,5.142857142857143,1.0384615384615385,0.8785703,0.87259084,20.289039504763743,0.04697252780127704,0.76663244,0.0059794784,1.0068525,0.0,2.259180818285261,547.8040666286211,1.330767776382558,1,0,0,0.0136986301369863,0.0,0.8571428571428571,0.9642857142857143,1.0635681
39,19,14,1.95,4.333333333333333,1.2666666666666666,0.8497365,0.53786856,63.339220474907854,0.015542619146124063,0.45704654,0.31186795,1.5798218,0.0,1.6569861978292464,1203.4451890232492,0.2999721160844918,2,0,0,0.05,0.0,0.8888888888888888,0.8,1.0674574
199,65,58,3.015151515151515,4.326086956521739,1.1016949152542372,0.9674479,0.8482771,15.999153281509829,0.05882645937946283,0.82066387,0.119170785,1.1404856,0.0,2.91700193195632,1039.9449632981389,4.062714995955013,5,0,0,0.025,0.0,0.717391304347826,0.6515151515151515,1.0925481
27,9,8,2.7,3.375,1.0,0.8863065,0.6501622,64.68728915200776,0.015223645440533978,0.57624304,0.2361443,1.3632083,0.0,2.3930276155471804,582.1856023680699,0.13913088825626493,0,0,0,0.0,0.0,0.875,0.9,1.0686519
86,27,21,3.0714285714285716,4.526315789473684,1.2272727272727273,0.6589103,0.60894847,28.240385925835806,0.03419927502107399,0.4012424,0.049961805,1.082046,0.01818181818181818,2.0237958431243896,762.4904199975667,0.9560775855310882,0,0,2,0.0,0.0,0.9473684210526315,0.8928571428571429,1.060693
33,13,10,2.357142857142857,3.3,1.1818181818181819,0.24324092,0.3792004,64.9269372988107,0.015168306628101768,0.092237055,0.13595948,0.64145744,0.0,0.5733536034822464,844.0501848845391,0.20022506125875553,0,0,0,0.0,0.0,0.9,0.9285714285714286,1.0817089
13,6,4,1.8571428571428572,3.25,1.2,0.66873014,0.7879784,352.3054712324897,0.0028304118713801587,0.52694494,0.11924827,0.84866554,0.0,1.2419274023600988,2113.8328273949382,0.01703067505264554,1,0,1,0.07142857142857142,0.0,0.75,0.8571428571428571,1.0676115
81,24,18,3.24,4.764705882352941,1.263157894736842,0.70044357,0.7680664,39.41294044751791,0.02474454936776119,0.5379872,0.06762284,0.911957,0.018518518518518517,2.269437153339386,945.9105707404299,0.6089370577632723,2,1,0,0.024390243902439025,0.04,0.8823529411764706,0.88,1.0637538
32,8,7,3.5555555555555554,4.571428571428571,1.0,0.8849058,0.86155987,84.26773584722075,0.011727765374135878,0.7623993,0.023345947,1.0270973,0.041666666666666664,3.146331787109375,674.141886777766,0.0949355043020833,1,1,0,0.030303030303030304,0.1111111111111111,0.8571428571428571,0.8888888888888888,1.0707616
37,12,11,2.8461538461538463,3.7,1.0,0.8539667,0.88873774,41.720606950733305,0.023407907129063737,0.75895244,0.034771025,0.9608759,0.0,2.430520644554725,500.6472834087997,0.2876276467236967,0,0,0,0.0,0.0,0.9,0.9230769230769231,1.0638016
62,20,18,2.9523809523809526,4.133333333333334,1.0526315789473684,0.6090796,0.4861465,32.16420802755835,0.03015298900456279,0.29610193,0.12293309,1.2528725,0.0,1.7982350076947895,643.284160551167,0.6218091854351231,0,0,0,0.0,0.0,0.9333333333333333,0.9523809523809523,1.0753378
94,23,17,3.9166666666666665,4.7,1.2777777777777777,0.7970369,0.5959923,144.968120932357,0.006850810941543937,0.47502786,0.20104456,1.3373275,0.0425531914893617,3.1217278043429055,3334.266781444211,0.15865557096615318,0,0,0,0.0,0.0,0.85,0.6666666666666666,1.0610448
226,65,61,3.4242424242424243,4.431372549019608,1.0483870967741935,0.90906227,0.86240387,17.92296992198099,0.052845827273571705,0.7839788,0.046658397,1.0541028,0.023255813953488372,3.112849578712926,1164.9930449287642,3.626631091090364,1,0,2,0.004405286343612335,0.0,0.5882352941176471,0.7272727272727273,1.067738
44,8,6,4.888888888888889,4.4,1.1428571428571428,0.50260293,0.1022476,626.1309031396485,0.0015945634236706108,0.051389944,0.40035534,4.915547,0.0,2.4571699036492243,5009.047225117188,0.012776880936170562,3,0,1,0.06666666666666667,0.0,0.9,0.8888888888888888,1.0614812
63,20,18,3.0,4.5,1.0526315789473684,0.8983228,0.8318472,28.533347857222452,0.03386002849505758,0.7472673,0.06647563,1.0799133,0.023809523809523808,2.6949684619903564,570.666957144449,0.7009342224077009,1,0,0,0.015625,0.0,0.9285714285714286,0.8095238095238095,1.0630244
29,12,11,2.230769230769231,4.142857142857143,1.0,0.53045833,0.4714428,63.60622808706992,0.015478383889743545,0.25008076,0.059015542,1.1251807,0.0,1.183330123241131,763.2747370448391,0.18866077047811597,1,0,0,0.03333333333333333,0.0,0.8571428571428571,0.9230769230769231,1.066138
40,9,8,4.0,3.3333333333333335,1.0,0.9349663,0.87437433,48.592171080256584,0.020164473105677674,0.81751055,0.060591996,1.0692976,0.0,3.739865303039551,437.3295397223093,0.1852150212280724,0,0,0,0.0,0.0,0.8333333333333334,0.9,1.074977
68,15,13,4.25,3.7777777777777777,1.0714285714285714,0.8528882,0.69146466,25.131386357703867,0.03826815716209359,0.58974206,0.16142356,1.2334516,0.0,3.6247749626636505,376.970795365558,0.596863212420162,0,0,0,0.0,0.0,0.9444444444444444,0.9375,1.0631053
13,8,6,1.4444444444444444,3.25,1.1428571428571428,0.8405861,0.7574775,344.61167170431,0.002893420801064715,0.63672507,0.083108604,1.1097176,0.058823529411764705,1.2141799595620897,2756.89337363448,0.023214535828699846,2,1,0,0.14285714285714285,0.1111111111111111,0.75,0.6666666666666666,1.0609894
20,8,6,2.2222222222222223,4.0,1.1428571428571428,0.68132484,0.6030154,241.95295470345002,0.004116023207952365,0.4108494,0.07830942,1.129863,0.0,1.514055199093289,1935.6236376276001,0.033064279001984366,0,0,0,0.0,0.0,0.8,0.8888888888888888,1.0725619
86,25,15,3.3076923076923075,4.3,1.5625,0.8156314,0.7948512,235.46519494100497,0.004228952173064992,0.6483056,0.020780206,1.0261436,0.1,2.697857673351581,5886.629873525124,0.10617280403246832,0,1,5,0.0,0.038461538461538464,0.9,0.8461538461538461,1.067805
35,16,11,2.0588235294117645,5.0,1.3333333333333333,0.83719397,0.69418037,30.31012627869717,0.03193854892499688,0.58116364,0.1430136,1.206018,0.0,1.723634635700899,484.9620204591547,0.5278763884915417,0,0,0,0.0,0.0,0.8571428571428571,0.8823529411764706,1.0668182
57,20,16,2.7142857142857144,4.384615384615385,1.1764705882352942,0.1953459,0.13537034,202.92484592156862,0.0049037673437037155,0.02644404,0.05997555,1.4430478,0.0,0.5302245680774962,4058.4969184313723,0.0985586555859429,1,0,0,0.017241379310344827,0.0,0.9230769230769231,0.9047619047619048,1.0867459
50,13,12,3.5714285714285716,5.555555555555555,1.0,0.4924201,0.32916534,147.36047190573396,0.006740339843589775,0.16208763,0.16325477,1.4959658,0.0,1.758643239736557,1915.6861347745414,0.08821904429997937,0,0,0,0.0,0.0,0.8888888888888888,0.8571428571428571,1.0661194
27,15,13,1.6875,3.857142857142857,1.0714285714285714,0.74192303,0.63878804,39.12105392688647,0.024924569574426517,0.47393155,0.10313499,1.1614542,0.0,1.2519951201975346,586.815808903297,0.3834252529136695,1,0,0,0.03571428571428571,0.0,0.7142857142857143,0.8125,1.0609152
61,24,18,2.44,3.388888888888889,1.263157894736842,0.72650635,0.47955692,103.83169220748061,0.009539100046394574,0.34840116,0.24694943,1.5149534,0.022222222222222223,1.7726754999160765,2491.9606129795347,0.23114330015666906,2,0,0,0.03225806451612903,0.0,0.8333333333333334,0.96,1.0610138
54,12,9,4.153846153846154,3.857142857142857,1.2,0.71501786,0.6354909,169.83941331286906,0.005853450211565856,0.45438734,0.07952696,1.1251426,0.03225806451612903,2.970074167618385,2038.0729597544287,0.07065497793016803,1,0,0,0.01818181818181818,0.0,0.7857142857142857,0.7692307692307693,1.0627137
270,67,61,3.9705882352941178,5.09433962264151,1.0806451612903225,0.87278056,0.8516135,49.183366949906336,0.019926921224680132,0.7432717,0.02116704,1.0248553,0.0,3.465452229275423,3295.2855856437245,1.362249153349293,4,0,0,0.014760147601476014,0.0,0.7924528301886793,0.7794117647058824,1.1014355
55,24,13,2.2,5.5,1.7142857142857142,0.67546964,0.8114488,114.89515136186215,0.008628488666257284,0.54810905,0.13597918,0.8324242,0.20408163265306123,1.4860332012176516,2757.4836326846917,0.20888609931260865,0,0,0,0.0,0.0,0.9,0.96,1.088856
223,56,51,3.912280701754386,4.372549019607843,1.0769230769230769,0.8780923,0.8394554,49.32196654640784,0.01987203737512487,0.7371193,0.038636863,1.0460261,0.02564102564102564,3.4353435165003727,2762.030126598839,1.1353967392187154,3,0,0,0.013392857142857142,0.0,0.7843137254901961,0.7543859649122807,1.0730965
34,8,7,3.7777777777777777,3.7777777777777777,1.0,0.94514143,0.8995638,82.29467914960388,0.012005568785539353,0.850215,0.045577645,1.0506663,0.0,3.570534308751424,658.357433196831,0.09721163119774302,0,0,0,0.0,0.0,0.8888888888888888,0.7777777777777778,1.0618738
13,7,5,1.625,2.6,1.1666666666666667,0.7958565,0.7782384,232.2682938931508,0.004286909220753562,0.6193661,0.01761806,1.0226384,0.0625,1.293266773223877,1625.8780572520557,0.03013756153441588,0,0,1,0.0,0.0,0.8,0.875,1.0868657
59,19,17,2.95,4.916666666666667,1.0555555555555556,0.42447966,0.44692597,37.47870329700545,0.02598840174735887,0.18971099,0.022446305,0.94977623,0.0,1.2522150069475175,712.0953626431036,0.5069545721569442,0,0,0,0.0,0.0,0.9166666666666666,0.9,1.0709547
25,9,8,2.5,3.5714285714285716,1.0,0.58887106,0.6032101,224.58916171290696,0.004432837076067673,0.35521296,0.01433903,0.9762288,0.041666666666666664,1.472177654504776,2021.3024554161625,0.04007317152331686,0,0,1,0.0,0.0,0.8571428571428571,0.9,1.0602837
33,10,8,3.0,4.125,1.1111111111111112,0.56470025,0.5376171,144.15637216912478,0.006889122296573234,0.3035925,0.027083158,1.0503763,0.0,1.6941007375717163,1441.5637216912478,0.06936911527972049,2,0,0,0.058823529411764705,0.0,0.875,0.9090909090909091,1.0670961
15,5,4,2.5,3.0,1.0,0.9604014,0.870908,169.90291800510195,0.005851275166467006,0.8364213,0.089493394,1.1027588,0.0,2.4010035395622253,849.5145900255097,0.029428570494331185,0,0,0,0.0,0.0,0.8,0.8333333333333334,1.0722643
135,50,47,2.6470588235294117,4.5,1.0416666666666667,0.9057967,0.804446,73.27611862894382,0.013463277544100444,0.7286645,0.101350725,1.1259882,0.0,2.3976971647318672,3663.805931447191,0.6823505519767892,2,0,0,0.014705882352941176,0.0,0.8666666666666667,0.7647058823529411,1.1012228
107,27,24,3.8214285714285716,4.863636363636363,1.08,0.9150489,0.8413562,20.96991254755406,0.045516794745335994,0.7698821,0.07369268,1.087588,0.0,3.4967940002679825,566.1876387839596,1.2875590170390911,2,0,0,0.018518518518518517,0.0,0.8636363636363636,0.7857142857142857,1.0869552
142,60,22,2.3278688524590163,4.4375,2.608695652173913,0.76791334,0.8216434,122.85117264439985,0.008074206958630818,0.6309509,0.05373007,0.9346066,0.014084507042253521,1.7876015491172914,7371.070358663991,0.4883958264589763,1,0,0,0.006993006993006993,0.0,0.875,0.6721311475409836,1.0626891
114,27,17,4.071428571428571,3.9310344827586206,1.5,0.79425424,0.6768384,61.60319344189267,0.015973626024815887,0.53758174,0.117415845,1.1734769,0.019230769230769232,3.23374941945076,1663.2862229311022,0.4382889666439924,0,0,0,0.0,0.0,0.8620689655172413,0.7857142857142857,1.0628399
42,14,12,2.8,4.2,1.0769230769230769,0.5039259,0.45922783,40.380532779086195,0.024165952752193708,0.2314168,0.04469809,1.0973332,0.0,1.4109925746917724,565.3274589072067,0.3467017157283233,0,0,0,0.0,0.0,0.9,0.9333333333333333,1.0628296
30,16,15,1.7647058823529411,4.285714285714286,1.0,0.7118882,0.56088513,33.90567683058112,0.028648635144753663,0.3992875,0.15100306,1.2692227,0.0,1.2562732836779427,542.490829289298,0.4718973779886286,0,0,0,0.0,0.0,0.8571428571428571,0.8823529411764706,1.0631427
17,10,5,1.5454545454545454,5.666666666666667,1.6666666666666667,0.9123,0.8734622,128.75079122959679,0.00770708209578837,0.79685956,0.03883779,1.0444642,0.2222222222222222,1.4099181673743508,1287.5079122959678,0.07766942559126223,2,2,3,0.1111111111111111,0.18181818181818182,0.6666666666666666,0.8181818181818182,1.0649675
63,31,18,1.96875,5.25,1.631578947368421,0.85013807,0.78063226,63.51445568249875,0.015500402032707167,0.6636452,0.06950581,1.0890379,0.017857142857142856,1.6737093217670918,1968.9481261574613,0.48807786608586484,3,2,0,0.046875,0.0625,0.9166666666666666,0.90625,1.0825995
33,17,13,1.8333333333333333,4.125,1.2142857142857142,0.86733466,0.7765215,34.64573391409791,0.028053847969854797,0.673504,0.09081316,1.1169487,0.030303030303030304,1.5901135504245758,588.9774765396645,0.4906809027987026,3,3,0,0.08823529411764706,0.16666666666666666,0.875,0.8333333333333334,1.0665748
144,40,36,3.5121951219512195,4.9655172413793105,1.0810810810810811,0.90789545,0.804802,43.39377013576247,0.022525683151979604,0.73067605,0.103093445,1.1280979,0.0,3.1887059560636195,1735.750805430499,0.9217913047342376,2,0,0,0.013793103448275862,0.0,0.896551724137931,0.7804878048780488,1.0632956
100,24,21,4.0,5.0,1.0909090909090908,0.93928546,0.8707462,44.72084994512222,0.021871859363950565,0.81787926,0.06853926,1.0787133,0.0,3.7571418285369873,1073.3003986829333,0.5366624298081145,1,0,0,0.009900990099009901,0.0,0.9,0.92,1.0867718
40,13,12,2.857142857142857,4.0,1.0,0.91836417,0.811901,27.343864847475185,0.03528100368038122,0.7456208,0.106463194,1.1311283,0.029411764705882353,2.6238976206098283,355.4702430171774,0.47542657439831876,1,1,0,0.024390243902439025,0.07142857142857142,0.9,0.8571428571428571,1.0654032
124,55,24,2.2142857142857144,5.391304347826087,2.2,0.643692,0.82481766,15.422841408732396,0.06089080294401902,0.53092855,0.18112564,0.7804052,0.07692307692307693,1.4253180367606029,848.2562774802817,3.566139241579549,0,0,8,0.0,0.0,0.9565217391304348,0.8214285714285714,1.0834347
23,10,4,2.090909090909091,5.75,2.0,0.6882912,0.8824569,183.4839520147482,0.005420525683014731,0.6073873,0.1941657,0.7799715,0.08333333333333333,1.4391543106599287,1834.839520147482,0.05450067915831247,1,1,0,0.041666666666666664,0.09090909090909091,0.75,0.6363636363636364,1.0717641
19,8,8,2.111111111111111,3.8,0.8888888888888888,0.90283114,0.6267054,249.39588617908063,0.003993675835731622,0.56580913,0.27612573,1.440599,0.0,1.905976845158471,1995.167089432645,0.03207751387661127,0,0,0,0.0,0.0,0.8,0.8888888888888888,1.0603026
60,13,11,4.285714285714286,4.615384615384615,1.0833333333333333,0.65433896,0.49192017,69.96428420306393,0.01409159566999232,0.32188255,0.16241878,1.330173,0.0,2.804309810910906,909.535694639831,0.18580909025540499,1,0,0,0.01639344262295082,0.0,0.9230769230769231,0.8571428571428571,1.0604694
24,9,9,2.4,3.4285714285714284,0.9,0.8594824,0.7410288,43.54399310768211,0.02244971611733522,0.6369012,0.11845362,1.1598502,0.0,2.0627577781677244,391.895937969139,0.2066875211852201,0,0,0,0.0,0.0,0.8571428571428571,0.9,1.0633236
26,12,4,2.0,3.7142857142857144,2.4,0.8554677,0.7205554,1180.408717006723,0.0008464471148762561,0.61641186,0.13491225,1.1872337,0.23809523809523808,1.710935354232788,14164.904604080675,0.01016597033468874,0,0,4,0.0,0.0,0.8571428571428571,0.6923076923076923,1.0605592
